40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
08:14:00.0 (333337)|USER_INFO|[EXTERNAL]|0057F000000SZkg|test-d_masalsky@twistellar.com|Pacific Standard Time|GMT-07:00
08:14:00.0 (378947)|EXECUTION_STARTED
08:14:00.0 (383214)|CODE_UNIT_STARTED|[EXTERNAL]|01p7F000008eSte|RSS
08:14:05.962 (6415409736)|HEAP_ALLOCATE|[52]|Bytes:11
08:14:05.962 (6415414812)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6415417437)|HEAP_ALLOCATE|[53]|Bytes:11
08:14:05.962 (6415425042)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6415426194)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6415430807)|HEAP_ALLOCATE|[53]|Bytes:493
08:14:05.962 (6415476320)|VARIABLE_ASSIGNMENT|[53]|this.description__c|"\u003Cimg src=\"https://im (473 more) ..."|0x5861fab8
08:14:05.962 (6415487689)|HEAP_ALLOCATE|[54]|Bytes:11
08:14:05.962 (6415496338)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6415504431)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6415516018)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6415521814)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6415556071)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x4921fa4c
08:14:05.962 (6415562035)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6415570478)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6415574349)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6415579352)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6415584330)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6415587992)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6415591405)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6415597696)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6415610020)|HEAP_ALLOCATE|[45]|Bytes:33
08:14:05.962 (6415615140)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6415655707)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,author,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,TUT.BY,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,uri,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/author/490~613.html,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t,]],null,]"|0x18c7a0ef
08:14:05.962 (6415673230)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6415680731)|HEAP_ALLOCATE|[46]|Bytes:6
08:14:05.962 (6415689683)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6415692640)|HEAP_ALLOCATE|[47]|Bytes:6
08:14:05.962 (6415698139)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6415700802)|HEAP_ALLOCATE|[51]|Bytes:6
08:14:05.962 (6415705965)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6415708791)|HEAP_ALLOCATE|[52]|Bytes:6
08:14:05.962 (6415716576)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6415719987)|HEAP_ALLOCATE|[53]|Bytes:6
08:14:05.962 (6415725963)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6415728630)|HEAP_ALLOCATE|[54]|Bytes:6
08:14:05.962 (6415740529)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6415756121)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415759885)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415761745)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415764162)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415765968)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415767869)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415791668)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6415804944)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415810210)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6415838041)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0xabbbbe
08:14:05.962 (6415851045)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6415857383)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6415864863)|HEAP_ALLOCATE|[55]|Bytes:31
08:14:05.962 (6415869273)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6415894044)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,TUT.BY,]],null,]"|0x36b7302
08:14:05.962 (6415907810)|HEAP_ALLOCATE|[56]|Bytes:4
08:14:05.962 (6415918196)|STATEMENT_EXECUTE|[57]
08:14:05.962 (6415922445)|HEAP_ALLOCATE|[57]|Bytes:6
08:14:05.962 (6415960093)|VARIABLE_ASSIGNMENT|[57]|this.authorName__c|"TUT.BY"|0x5861fab8
08:14:05.962 (6415976717)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6415986263)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6415995896)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6416022976)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0x455e1ab9
08:14:05.962 (6416037242)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6416046043)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6416054359)|HEAP_ALLOCATE|[55]|Bytes:30
08:14:05.962 (6416059036)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6416089185)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,uri,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/author/490~613.html,]],null,]"|0x60bb1a25
08:14:05.962 (6416101846)|HEAP_ALLOCATE|[56]|Bytes:3
08:14:05.962 (6416113622)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6416120139)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6416131290)|HEAP_ALLOCATE|[55]|Bytes:3
08:14:05.962 (6416135972)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6416160564)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x3d103bc7
08:14:05.962 (6416174517)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6416181789)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6416190985)|VARIABLE_ASSIGNMENT|[55]|channel|null|
08:14:05.962 (6416202462)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416209217)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6416213330)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6416238663)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x65bbac04
08:14:05.962 (6416245745)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6416253762)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6416257407)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6416266295)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6416269735)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416273060)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6416276336)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6416281993)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416289714)|HEAP_ALLOCATE|[45]|Bytes:44
08:14:05.962 (6416294361)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6416324170)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,category,null,[common.apex.api.dom.XmlNode$Attribute@afcfa3a],null,[XMLNode[TEXT,null,null,null,null,null,Деньги и власть,]],null,]"|0x5005f9d8
08:14:05.962 (6416335711)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6416342665)|HEAP_ALLOCATE|[46]|Bytes:8
08:14:05.962 (6416352236)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6416355335)|HEAP_ALLOCATE|[47]|Bytes:8
08:14:05.962 (6416361043)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6416363804)|HEAP_ALLOCATE|[51]|Bytes:8
08:14:05.962 (6416368958)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6416371677)|HEAP_ALLOCATE|[52]|Bytes:8
08:14:05.962 (6416381677)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416382913)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416386202)|HEAP_ALLOCATE|[52]|Bytes:15
08:14:05.962 (6416422628)|VARIABLE_ASSIGNMENT|[52]|this.category__c|"Деньги и власть"|0x5861fab8
08:14:05.962 (6416432939)|HEAP_ALLOCATE|[53]|Bytes:8
08:14:05.962 (6416444838)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6416448049)|HEAP_ALLOCATE|[54]|Bytes:8
08:14:05.962 (6416453688)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6416460998)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416469146)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6416474391)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6416503628)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x6857abcf
08:14:05.962 (6416509531)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6416517698)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6416526759)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6416530341)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6416533741)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416537071)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6416540287)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6416546675)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416554629)|HEAP_ALLOCATE|[45]|Bytes:82
08:14:05.962 (6416559405)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6416595584)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,enclosure,null,[common.apex.api.dom.XmlNode$Attribute@43ca87b9, common.apex.api.dom.XmlNode$Attribute@62126b5, common.apex.api.dom.XmlNode$Attribute@2e248504],null,null,null,]"|0x54256b01
08:14:05.962 (6416603500)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6416610783)|HEAP_ALLOCATE|[46]|Bytes:9
08:14:05.962 (6416619677)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6416622663)|HEAP_ALLOCATE|[47]|Bytes:9
08:14:05.962 (6416628246)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6416631061)|HEAP_ALLOCATE|[51]|Bytes:9
08:14:05.962 (6416638707)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6416641947)|HEAP_ALLOCATE|[52]|Bytes:9
08:14:05.962 (6416647560)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416650257)|HEAP_ALLOCATE|[53]|Bytes:9
08:14:05.962 (6416655616)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6416661581)|HEAP_ALLOCATE|[54]|Bytes:9
08:14:05.962 (6416667236)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6416673525)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416680923)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6416685762)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6416713563)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x6c46260d
08:14:05.962 (6416719318)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6416731851)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6416735360)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6416738619)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6416741845)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416745249)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6416748524)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6416754300)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416762002)|HEAP_ALLOCATE|[45]|Bytes:19
08:14:05.962 (6416766445)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6416804861)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,guid,null,[common.apex.api.dom.XmlNode$Attribute@43e497d0],null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/economics/560341.html?utm_campaign=news-feed,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_medium=rss,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_source=rss-news,]],null,]"|0x13f2d964
08:14:05.962 (6416816263)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6416822990)|HEAP_ALLOCATE|[46]|Bytes:4
08:14:05.962 (6416832012)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6416835992)|HEAP_ALLOCATE|[47]|Bytes:4
08:14:05.962 (6416843866)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6416846761)|HEAP_ALLOCATE|[51]|Bytes:4
08:14:05.962 (6416851971)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6416854664)|HEAP_ALLOCATE|[52]|Bytes:4
08:14:05.962 (6416864280)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416867266)|HEAP_ALLOCATE|[53]|Bytes:4
08:14:05.962 (6416872778)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6416875441)|HEAP_ALLOCATE|[54]|Bytes:4
08:14:05.962 (6416880950)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6416887088)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416894123)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6416898597)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6416925216)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x462e0106
08:14:05.962 (6416935599)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6416943787)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6416947225)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6416950485)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6416953861)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6416957174)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6416960438)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6416966448)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6416976418)|HEAP_ALLOCATE|[45]|Bytes:7
08:14:05.962 (6416981294)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6417010372)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,pubDate,null,null,null,[XMLNode[TEXT,null,null,null,null,null,Thu, 14 Sep 2017 19:16:00 +0300,]],null,]"|0x39ac07a1
08:14:05.962 (6417017102)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6417023467)|HEAP_ALLOCATE|[46]|Bytes:7
08:14:05.962 (6417031817)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6417034782)|HEAP_ALLOCATE|[47]|Bytes:7
08:14:05.962 (6417040094)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6417043118)|HEAP_ALLOCATE|[51]|Bytes:7
08:14:05.962 (6417049812)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6417050944)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6417054409)|HEAP_ALLOCATE|[51]|Bytes:31
08:14:05.962 (6417062456)|METHOD_ENTRY|[51]|01p7F000008eSte|RSS.getDate(String)
08:14:05.962 (6417068024)|VARIABLE_SCOPE_BEGIN|[63]|this|RSS|true|false
08:14:05.962 (6417083033)|VARIABLE_ASSIGNMENT|[63]|this|{}|0x5d77c19c
08:14:05.962 (6417087819)|VARIABLE_SCOPE_BEGIN|[63]|pubDate|String|false|false
08:14:05.962 (6417098728)|VARIABLE_ASSIGNMENT|[63]|pubDate|"Thu, 14 Sep 2017 19: (11 more) ..."
08:14:05.962 (6417103542)|STATEMENT_EXECUTE|[63]
08:14:05.962 (6417104837)|STATEMENT_EXECUTE|[64]
08:14:05.962 (6417124680)|HEAP_ALLOCATE|[64]|Bytes:2
08:14:05.962 (6417138994)|HEAP_ALLOCATE|[64]|Bytes:2
08:14:05.962 (6417158370)|VARIABLE_SCOPE_BEGIN|[64]|day|Integer|false|false
08:14:05.962 (6417165114)|HEAP_ALLOCATE|[64]|Bytes:4
08:14:05.962 (6417170801)|VARIABLE_ASSIGNMENT|[64]|day|14
08:14:05.962 (6417174454)|STATEMENT_EXECUTE|[65]
08:14:05.962 (6417186522)|HEAP_ALLOCATE|[65]|Bytes:3
08:14:05.962 (6417197942)|HEAP_ALLOCATE|[65]|Bytes:3
08:14:05.962 (6417208214)|METHOD_ENTRY|[65]|01p7F000008eSte|RSS.getMonthIndex(String)
08:14:05.962 (6417212981)|VARIABLE_SCOPE_BEGIN|[73]|this|RSS|true|false
08:14:05.962 (6417224883)|VARIABLE_ASSIGNMENT|[73]|this|{}|0x5d77c19c
08:14:05.962 (6417232585)|VARIABLE_SCOPE_BEGIN|[73]|month|String|false|false
08:14:05.962 (6417239409)|VARIABLE_ASSIGNMENT|[73]|month|"Sep"
08:14:05.962 (6417243905)|STATEMENT_EXECUTE|[74]
08:14:05.962 (6417245086)|STATEMENT_EXECUTE|[75]
08:14:05.962 (6417257796)|HEAP_ALLOCATE|[75]|Bytes:3
08:14:05.962 (6417270011)|HEAP_ALLOCATE|[75]|Bytes:3
08:14:05.962 (6417277827)|VARIABLE_SCOPE_BEGIN|[75]|thisMonth|String|false|false
08:14:05.962 (6417285068)|VARIABLE_ASSIGNMENT|[75]|thisMonth|"sep"
08:14:05.962 (6417324359)|STATEMENT_EXECUTE|[84]
08:14:05.962 (6417329157)|METHOD_EXIT|[65]|01p7F000008eSte|RSS.getMonthIndex(String)
08:14:05.962 (6417334827)|VARIABLE_SCOPE_BEGIN|[65]|month|Integer|false|false
08:14:05.962 (6417339774)|HEAP_ALLOCATE|[65]|Bytes:4
08:14:05.962 (6417344526)|VARIABLE_ASSIGNMENT|[65]|month|9
08:14:05.962 (6417347937)|STATEMENT_EXECUTE|[66]
08:14:05.962 (6417357127)|HEAP_ALLOCATE|[66]|Bytes:4
08:14:05.962 (6417368900)|HEAP_ALLOCATE|[66]|Bytes:4
08:14:05.962 (6417388831)|VARIABLE_SCOPE_BEGIN|[66]|year|Integer|false|false
08:14:05.962 (6417394451)|HEAP_ALLOCATE|[66]|Bytes:4
08:14:05.962 (6417399036)|VARIABLE_ASSIGNMENT|[66]|year|2017
08:14:05.962 (6417406294)|STATEMENT_EXECUTE|[67]
08:14:05.962 (6417414056)|HEAP_ALLOCATE|[67]|Bytes:2
08:14:05.962 (6417425112)|HEAP_ALLOCATE|[67]|Bytes:2
08:14:05.962 (6417447120)|VARIABLE_SCOPE_BEGIN|[67]|hour|Integer|false|false
08:14:05.962 (6417453159)|HEAP_ALLOCATE|[67]|Bytes:4
08:14:05.962 (6417457253)|VARIABLE_ASSIGNMENT|[67]|hour|19
08:14:05.962 (6417460373)|STATEMENT_EXECUTE|[68]
08:14:05.962 (6417471653)|HEAP_ALLOCATE|[68]|Bytes:2
08:14:05.962 (6417482932)|HEAP_ALLOCATE|[68]|Bytes:2
08:14:05.962 (6417497972)|VARIABLE_SCOPE_BEGIN|[68]|minute|Integer|false|false
08:14:05.962 (6417503541)|HEAP_ALLOCATE|[68]|Bytes:4
08:14:05.962 (6417507391)|VARIABLE_ASSIGNMENT|[68]|minute|16
08:14:05.962 (6417510290)|STATEMENT_EXECUTE|[69]
08:14:05.962 (6417519954)|HEAP_ALLOCATE|[69]|Bytes:2
08:14:05.962 (6417531807)|HEAP_ALLOCATE|[69]|Bytes:2
08:14:05.962 (6417551381)|VARIABLE_SCOPE_BEGIN|[69]|second|Integer|false|false
08:14:05.962 (6417556832)|HEAP_ALLOCATE|[69]|Bytes:4
08:14:05.962 (6417560877)|VARIABLE_ASSIGNMENT|[69]|second|0
08:14:05.962 (6417564031)|STATEMENT_EXECUTE|[70]
08:14:05.962 (6417576833)|HEAP_ALLOCATE|[70]|Bytes:56
08:14:05.962 (6417588258)|METHOD_EXIT|[51]|01p7F000008eSte|RSS.getDate(String)
08:14:05.962 (6417637081)|VARIABLE_ASSIGNMENT|[51]|this.published__c|"2017-09-14T19:16:00.000Z"|0x5861fab8
08:14:05.962 (6417649638)|HEAP_ALLOCATE|[52]|Bytes:7
08:14:05.962 (6417660367)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6417663596)|HEAP_ALLOCATE|[53]|Bytes:7
08:14:05.962 (6417669342)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6417672019)|HEAP_ALLOCATE|[54]|Bytes:7
08:14:05.962 (6417677365)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6417685715)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6417695368)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6417701397)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6417740218)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x57abffca
08:14:05.962 (6417746401)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6417755588)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6417759439)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6417762697)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6417766500)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6417771917)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6417775701)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6417782686)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6417795126)|HEAP_ALLOCATE|[45]|Bytes:141
08:14:05.962 (6417800706)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6417833782)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,content,http://search.yahoo.com/mrss/,[common.apex.api.dom.XmlNode$Attribute@5404275a, common.apex.api.dom.XmlNode$Attribute@5b1fb7e1, common.apex.api.dom.XmlNode$Attribute@51991523, common.apex.api.dom.XmlNode$Attribute@36a442d7, common.apex.api.dom.XmlNode$Attribute@43ef9dae, common.apex.api.dom.XmlNode$Attribute@65e99a8d],null,null,null,]"|0xe636b91
08:14:05.962 (6417847807)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6417855205)|HEAP_ALLOCATE|[46]|Bytes:7
08:14:05.962 (6417868192)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6417871594)|HEAP_ALLOCATE|[47]|Bytes:7
08:14:05.962 (6417877427)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6417880201)|HEAP_ALLOCATE|[51]|Bytes:7
08:14:05.962 (6417885390)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6417888121)|HEAP_ALLOCATE|[52]|Bytes:7
08:14:05.962 (6417893647)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6417896280)|HEAP_ALLOCATE|[53]|Bytes:7
08:14:05.962 (6417901936)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6417906082)|HEAP_ALLOCATE|[54]|Bytes:7
08:14:05.962 (6417912720)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6417919220)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6417930850)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6417935949)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6417961380)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x537fab0a
08:14:05.962 (6417967337)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6417976412)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6417981349)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6417984679)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6417988027)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6417991451)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6417994657)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6418005277)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6418015032)|HEAP_ALLOCATE|[45]|Bytes:140
08:14:05.962 (6418019808)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6418052990)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,content,http://search.yahoo.com/mrss/,[common.apex.api.dom.XmlNode$Attribute@7cc0ab1e, common.apex.api.dom.XmlNode$Attribute@68e6ecab, common.apex.api.dom.XmlNode$Attribute@575b1ef4, common.apex.api.dom.XmlNode$Attribute@7e4fdb60, common.apex.api.dom.XmlNode$Attribute@7ae17ec, common.apex.api.dom.XmlNode$Attribute@58f22006],null,null,null,]"|0x6ddc189b
08:14:05.962 (6418068042)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6418074896)|HEAP_ALLOCATE|[46]|Bytes:7
08:14:05.962 (6418084336)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6418087776)|HEAP_ALLOCATE|[47]|Bytes:7
08:14:05.962 (6418093305)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6418096042)|HEAP_ALLOCATE|[51]|Bytes:7
08:14:05.962 (6418101275)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6418103973)|HEAP_ALLOCATE|[52]|Bytes:7
08:14:05.962 (6418110453)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6418114814)|HEAP_ALLOCATE|[53]|Bytes:7
08:14:05.962 (6418121198)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6418123895)|HEAP_ALLOCATE|[54]|Bytes:7
08:14:05.962 (6418129104)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6418138774)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6418146530)|HEAP_ALLOCATE|[45]|Bytes:2
